YEAR,MO,DY,HR,WS50M,recalculated wind speeds for 140m,cut in/out wind speeds applied
2020,1,23,22,4.24,4.591235851,4.591235851
2020,1,23,23,4.1,4.439638441,4.439638441
2020,1,24,0,3.76,4.071473302,4.071473302
2020,1,24,1,3.4,3.68165139,3.68165139
2020,1,24,2,3.11,3.367628183,3.367628183
2020,1,24,3,2.97,3.216030773,3.216030773
2020,1,24,4,2.82,3.053604976,3.053604976
2020,1,24,5,2.59,2.804552088,2.804552088
2020,1,24,6,2.28,2.468872109,2.468872109
2020,1,24,7,1.9,2.057393424,2.057393424
2020,1,24,8,1.49,1.61342958,1.61342958
2020,1,24,9,1.12,1.212779281,0
2020,1,24,10,0.99,1.072010258,0
2020,1,24,11,0.9,0.97455478,0
2020,1,24,12,0.9,0.97455478,0
2020,1,24,13,0.89,0.963726393,0
2020,1,24,14,0.75,0.812128983,0
2020,1,24,15,0.83,0.898756075,0
2020,1,24,16,0.9,0.97455478,0
2020,1,24,17,0.91,0.985383166,0
2020,1,24,18,1.06,1.147808963,0
2020,1,24,19,1.87,2.024908264,2.024908264
2020,1,24,20,2.93,3.172717227,3.172717227
2020,1,24,21,3.65,3.952361051,3.952361051
2020,1,24,22,3.89,4.212242326,4.212242326
2020,1,24,23,3.88,4.201413939,4.201413939
2020,1,25,0,3.76,4.071473302,4.071473302
2020,1,25,1,3.61,3.909047505,3.909047505
2020,1,25,2,3.52,3.811592027,3.811592027
2020,1,25,3,3.49,3.779106868,3.779106868
2020,1,25,4,3.55,3.844077187,3.844077187
2020,1,25,5,3.68,3.98484621,3.98484621
2020,1,25,6,3.97,4.298869417,4.298869417
2020,1,25,7,4.51,4.883602285,4.883602285
2020,1,25,8,5.21,5.641589336,5.641589336
2020,1,25,9,5.58,6.042239634,6.042239634
2020,1,25,10,5.64,6.107209953,6.107209953
2020,1,25,11,5.81,6.291292522,6.291292522
2020,1,25,12,5.79,6.269635749,6.269635749
2020,1,25,13,5.64,6.107209953,6.107209953
2020,1,25,14,5.55,6.009754475,6.009754475
2020,1,25,15,5.51,5.966440929,5.966440929
2020,1,25,16,5.69,6.161351885,6.161351885
2020,1,25,17,5.87,6.356262841,6.356262841
2020,1,25,18,6.02,6.518688638,6.518688638
2020,1,25,19,6.15,6.659457661,6.659457661
2020,1,25,20,6.25,6.767741526,6.767741526
2020,1,25,21,6.1,6.605315729,6.605315729
2020,1,25,22,6.13,6.637800888,6.637800888
2020,1,25,23,6.69,7.244190529,7.244190529
2020,1,26,0,7.02,7.601527282,7.601527282
2020,1,26,1,7.11,7.69898276,7.69898276
2020,1,26,2,7.3,7.904722102,7.904722102
2020,1,26,3,7.49,8.110461444,8.110461444
2020,1,26,4,7.71,8.348685946,8.348685946
2020,1,26,5,7.97,8.630223994,8.630223994
2020,1,26,6,8.38,9.074187838,9.074187838
2020,1,26,7,8.75,9.474838136,9.474838136
2020,1,26,8,9.01,9.756376183,9.756376183
2020,1,26,9,9.04,9.788861343,9.788861343
2020,1,26,10,9.64,10.43856453,10.43856453
2020,1,26,11,10.45,11.31566383,11.31566383
2020,1,26,12,10.84,11.7379709,11.7379709
2020,1,26,13,10.51,11.38063415,11.38063415
2020,1,26,14,10.56,11.43477608,11.43477608
2020,1,26,15,11.25,12.18193475,12.18193475
2020,1,26,16,12.34,13.36222887,13.36222887
2020,1,26,17,13.67,14.80240427,14.80240427
2020,1,26,18,13.75,14.88903136,14.88903136
2020,1,26,19,13.07,14.15270108,14.15270108
2020,1,26,20,12.09,13.09151921,13.09151921
2020,1,26,21,11.43,12.3768457,12.3768457
2020,1,26,22,10.29,11.14240965,11.14240965
2020,1,26,23,8.87,9.604778773,9.604778773
2020,1,27,0,8.23,8.911762041,8.911762041
2020,1,27,1,8.02,8.684365926,8.684365926
2020,1,27,2,8.21,8.890105268,8.890105268
2020,1,27,3,9.16,9.91880198,9.91880198
2020,1,27,4,9.54,10.33028066,10.33028066
2020,1,27,5,9.15,9.907973594,9.907973594
2020,1,27,6,9.22,9.983772299,9.983772299
2020,1,27,7,9.28,10.04874262,10.04874262
2020,1,27,8,9.49,10.27613873,10.27613873
2020,1,27,9,9.94,10.76341612,10.76341612
2020,1,27,10,9.59,10.3844226,10.3844226
2020,1,27,11,10.3,11.15323803,11.15323803
2020,1,27,12,10.09,10.92584192,10.92584192
2020,1,27,13,9.47,10.25448196,10.25448196
2020,1,27,14,9.13,9.886316821,9.886316821
2020,1,27,15,8.79,9.518151682,9.518151682
2020,1,27,16,7.99,8.651880766,8.651880766
2020,1,27,17,7.36,7.969692421,7.969692421
2020,1,27,18,6.93,7.504071804,7.504071804
2020,1,27,19,7.3,7.904722102,7.904722102
2020,1,27,20,8.02,8.684365926,8.684365926
2020,1,27,21,9.12,9.875488434,9.875488434
2020,1,27,22,10.1,10.93667031,10.93667031
2020,1,27,23,10.44,11.30483544,11.30483544
2020,1,28,0,11.41,12.35518893,12.35518893
2020,1,28,1,11.13,12.05199411,12.05199411
2020,1,28,2,11.98,12.97240696,12.97240696
2020,1,28,3,13.51,14.62915008,14.62915008
2020,1,28,4,13.24,14.33678365,14.33678365
2020,1,28,5,13.43,14.54252299,14.54252299
2020,1,28,6,13.1,14.18518624,14.18518624
2020,1,28,7,12.27,13.28643016,13.28643016
2020,1,28,8,11.63,12.59341343,12.59341343
2020,1,28,9,11.2,12.12779281,12.12779281
2020,1,28,10,11.07,11.98702379,11.98702379
2020,1,28,11,11.63,12.59341343,12.59341343
2020,1,28,12,12.38,13.40554241,13.40554241
2020,1,28,13,12.64,13.68708046,13.68708046
2020,1,28,14,11.97,12.96157857,12.96157857
2020,1,28,15,11.21,12.1386212,12.1386212
2020,1,28,16,11.11,12.03033734,12.03033734
2020,1,28,17,10.77,11.6621722,11.6621722
2020,1,28,18,11.09,12.00868056,12.00868056
2020,1,28,19,11.37,12.31187538,12.31187538
2020,1,28,20,11.3,12.23607668,12.23607668
2020,1,28,21,11.18,12.10613604,12.10613604
2020,1,28,22,11.06,11.9761954,11.9761954
2020,1,28,23,10.65,11.53223156,11.53223156
2020,1,29,0,10.31,11.16406642,11.16406642
2020,1,29,1,10.18,11.0232974,11.0232974
2020,1,29,2,10.25,11.0990961,11.0990961
2020,1,29,3,10.29,11.14240965,11.14240965
2020,1,29,4,10.42,11.28317867,11.28317867
2020,1,29,5,10.38,11.23986513,11.23986513
2020,1,29,6,9.98,10.80672967,10.80672967
2020,1,29,7,9.78,10.59016194,10.59016194
2020,1,29,8,9.2,9.962115526,9.962115526
2020,1,29,9,8.36,9.052531065,9.052531065
2020,1,29,10,8.9,9.637263933,9.637263933
2020,1,29,11,10.24,11.08826772,11.08826772
2020,1,29,12,10.34,11.19655158,11.19655158
2020,1,29,13,9.98,10.80672967,10.80672967
2020,1,29,14,9.45,10.23282519,10.23282519
2020,1,29,15,9.05,9.799689729,9.799689729
2020,1,29,16,8.99,9.734719411,9.734719411
2020,1,29,17,9.45,10.23282519,10.23282519
2020,1,29,18,9.84,10.65513226,10.65513226
2020,1,29,19,10.35,11.20737997,11.20737997
2020,1,29,20,10.23,11.07743933,11.07743933
2020,1,29,21,9.96,10.7850729,10.7850729
2020,1,29,22,9.95,10.77424451,10.77424451
2020,1,29,23,9.64,10.43856453,10.43856453
2020,1,30,0,9.33,10.10288455,10.10288455
2020,1,30,1,8.95,9.691405865,9.691405865
2020,1,30,2,8.48,9.182471702,9.182471702
2020,1,30,3,8.05,8.716851085,8.716851085
2020,1,30,4,8.18,8.857620109,8.857620109
2020,1,30,5,8.14,8.814306563,8.814306563
2020,1,30,6,8.37,9.063359451,9.063359451
2020,1,30,7,9.03,9.778032956,9.778032956
2020,1,30,8,9.29,10.059571,10.059571
2020,1,30,9,9.13,9.886316821,9.886316821
2020,1,30,10,9.61,10.40607937,10.40607937
2020,1,30,11,9.46,10.24365357,10.24365357
2020,1,30,12,9.43,10.21116841,10.21116841
2020,1,30,13,10.87,11.77045606,11.77045606
2020,1,30,14,12,12.99406373,12.99406373
2020,1,30,15,12.4,13.42719919,13.42719919
2020,1,30,16,12.83,13.8928198,13.8928198
2020,1,30,17,12.18,13.18897469,13.18897469
2020,1,30,18,11.61,12.57175666,12.57175666
2020,1,30,19,11.43,12.3768457,12.3768457
2020,1,30,20,11.28,12.21441991,12.21441991
2020,1,30,21,11.48,12.43098763,12.43098763
2020,1,30,22,11.21,12.1386212,12.1386212
2020,1,30,23,11.07,11.98702379,11.98702379
2020,1,31,0,10.65,11.53223156,11.53223156
2020,1,31,1,10.26,11.10992449,11.10992449
2020,1,31,2,9.92,10.74175935,10.74175935
2020,1,31,3,9.28,10.04874262,10.04874262
2020,1,31,4,9.13,9.886316821,9.886316821
2020,1,31,5,9.57,10.36276582,10.36276582
2020,1,31,6,9.33,10.10288455,10.10288455
2020,1,31,7,9.71,10.51436323,10.51436323
2020,1,31,8,10.11,10.94749869,10.94749869
2020,1,31,9,10.15,10.99081224,10.99081224
2020,1,31,10,10.23,11.07743933,11.07743933
2020,1,31,11,11.21,12.1386212,12.1386212
2020,1,31,12,11.52,12.47430118,12.47430118
2020,1,31,13,11.77,12.74501084,12.74501084
2020,1,31,14,12.75,13.80619271,13.80619271
2020,1,31,15,12.33,13.35140048,13.35140048
2020,1,31,16,12.31,13.32974371,13.32974371
2020,1,31,17,12.54,13.5787966,13.5787966
2020,1,31,18,12.33,13.35140048,13.35140048
2020,1,31,19,12.63,13.67625208,13.67625208
2020,1,31,20,12.79,13.84950626,13.84950626
2020,1,31,21,12.68,13.73039401,13.73039401
2020,1,31,22,12,12.99406373,12.99406373
2020,1,31,23,10.73,11.61885865,11.61885865
2020,2,1,0,10.67,11.55388833,11.55388833
2020,2,1,1,10.96,11.86791154,11.86791154
2020,2,1,2,11.43,12.3768457,12.3768457
2020,2,1,3,10.8,11.69465736,11.69465736
2020,2,1,4,10.61,11.48891801,11.48891801
2020,2,1,5,11.22,12.14944959,12.14944959
2020,2,1,6,11.89,12.87495148,12.87495148
2020,2,1,7,12.05,13.04820566,13.04820566
2020,2,1,8,12.14,13.14566114,13.14566114
2020,2,1,9,11.88,12.86412309,12.86412309
2020,2,1,10,12.37,13.39471403,13.39471403
2020,2,1,11,13.28,14.38009719,14.38009719
2020,2,1,12,14.42,15.61453325,15.61453325
2020,2,1,13,14.85,16.08015387,16.08015387
2020,2,1,14,14.6,15.8094442,15.8094442
2020,2,1,15,14.06,15.22471134,15.22471134
2020,2,1,16,13.54,14.66163524,14.66163524
2020,2,1,17,13.07,14.15270108,14.15270108
2020,2,1,18,12.15,13.15648953,13.15648953
2020,2,1,19,11.13,12.05199411,12.05199411
2020,2,1,20,10.09,10.92584192,10.92584192
2020,2,1,21,8.99,9.734719411,9.734719411
2020,2,1,22,8.58,9.290755567,9.290755567
2020,2,1,23,8.08,8.749336244,8.749336244
2020,2,2,0,7.23,7.828923397,7.828923397
2020,2,2,1,6.25,6.767741526,6.767741526
2020,2,2,2,5.51,5.966440929,5.966440929
2020,2,2,3,6.44,6.973480868,6.973480868
2020,2,2,4,8.01,8.673537539,8.673537539
2020,2,2,5,10.01,10.83921483,10.83921483
2020,2,2,6,12.07,13.06986243,13.06986243
2020,2,2,7,13.49,14.60749331,14.60749331
2020,2,2,8,13.96,15.11642747,15.11642747
2020,2,2,9,13.91,15.06228554,15.06228554
2020,2,2,10,13.67,14.80240427,14.80240427
2020,2,2,11,13.26,14.35844042,14.35844042
2020,2,2,12,12.49,13.52465467,13.52465467
2020,2,2,13,12.32,13.3405721,13.3405721
2020,2,2,14,11.99,12.98323534,12.98323534
2020,2,2,15,11.66,12.62589859,12.62589859
2020,2,2,16,11.3,12.23607668,12.23607668
2020,2,2,17,10.86,11.75962768,11.75962768
2020,2,2,18,10.96,11.86791154,11.86791154
2020,2,2,19,11.02,11.93288186,11.93288186
2020,2,2,20,11.28,12.21441991,12.21441991
2020,2,2,21,11.34,12.27939022,12.27939022
2020,2,2,22,11.58,12.5392715,12.5392715
2020,2,2,23,11.76,12.73418245,12.73418245
2020,2,3,0,11.91,12.89660825,12.89660825
2020,2,3,1,12.52,13.55713982,13.55713982
2020,2,3,2,12.54,13.5787966,13.5787966
2020,2,3,3,12.47,13.50299789,13.50299789
2020,2,3,4,12.49,13.52465467,13.52465467
2020,2,3,5,12.96,14.03358883,14.03358883
2020,2,3,6,12.42,13.44885596,13.44885596
2020,2,3,7,11.79,12.76666761,12.76666761
2020,2,3,8,10.79,11.68382897,11.68382897
2020,2,3,9,10.31,11.16406642,11.16406642
2020,2,3,10,10.26,11.10992449,11.10992449
2020,2,3,11,10.06,10.89335676,10.89335676
2020,2,3,12,10.12,10.95832708,10.95832708
2020,2,3,13,9.99,10.81755805,10.81755805
2020,2,3,14,9.03,9.778032956,9.778032956
2020,2,3,15,8.55,9.258270407,9.258270407
2020,2,3,16,8.01,8.673537539,8.673537539
2020,2,3,17,8.13,8.803478177,8.803478177
2020,2,3,18,7.93,8.586910448,8.586910448
2020,2,3,19,7.84,8.48945497,8.48945497
2020,2,3,20,9.14,9.897145207,9.897145207
2020,2,3,21,10.61,11.48891801,11.48891801
2020,2,3,22,10.45,11.31566383,11.31566383
2020,2,3,23,10.79,11.68382897,11.68382897
2020,2,4,0,11.28,12.21441991,12.21441991
2020,2,4,1,11.8,12.777496,12.777496
2020,2,4,2,12.27,13.28643016,13.28643016
2020,2,4,3,12.81,13.87116303,13.87116303
2020,2,4,4,13.44,14.55335138,14.55335138
2020,2,4,5,14.06,15.22471134,15.22471134
2020,2,4,6,13.43,14.54252299,14.54252299
2020,2,4,7,12.75,13.80619271,13.80619271
2020,2,4,8,12.58,13.62211014,13.62211014
2020,2,4,9,13.2,14.2934701,14.2934701
2020,2,4,10,14.05,15.21388295,15.21388295
2020,2,4,11,14.1,15.26802488,15.26802488
2020,2,4,12,13.78,14.92151652,14.92151652
2020,2,4,13,13.21,14.30429849,14.30429849
2020,2,4,14,12.29,13.30808694,13.30808694
2020,2,4,15,11.48,12.43098763,12.43098763
2020,2,4,16,10.83,11.72714252,11.72714252
2020,2,4,17,10.25,11.0990961,11.0990961
2020,2,4,18,9.49,10.27613873,10.27613873
2020,2,4,19,8.8,9.528980068,9.528980068
2020,2,4,20,8.3,8.987560746,8.987560746
2020,2,4,21,7.94,8.597738834,8.597738834
2020,2,4,22,7.54,8.164603377,8.164603377
2020,2,4,23,6.83,7.395787939,7.395787939
2020,2,5,0,6.04,6.54034541,6.54034541
2020,2,5,1,5.42,5.868985451,5.868985451
2020,2,5,2,4.86,5.26259581,5.26259581
2020,2,5,3,4.39,4.753661648,4.753661648
2020,2,5,4,3.97,4.298869417,4.298869417
2020,2,5,5,3.78,4.093130075,4.093130075
2020,2,5,6,3.76,4.071473302,4.071473302
2020,2,5,7,3.57,3.865733959,3.865733959
2020,2,5,8,2.95,3.194374,3.194374
2020,2,5,9,2.23,2.414730176,2.414730176
2020,2,5,10,1.47,1.591772807,1.591772807
2020,2,5,11,0.78,0.844614142,0
2020,2,5,12,0.48,0.519762549,0
2020,2,5,13,0.71,0.768815437,0
2020,2,5,14,1.21,1.310234759,0
2020,2,5,15,1.66,1.797512149,1.797512149
2020,2,5,16,1.92,2.079050197,2.079050197
2020,2,5,17,1.99,2.154848902,2.154848902
2020,2,5,18,2.06,2.230647607,2.230647607
2020,2,5,19,2.36,2.5554992,2.5554992
2020,2,5,20,2.83,3.064433363,3.064433363
2020,2,5,21,2.93,3.172717227,3.172717227
2020,2,5,22,2.58,2.793723702,2.793723702
2020,2,5,23,2.16,2.338931471,2.338931471
2020,2,6,0,1.75,1.894967627,1.894967627
2020,2,6,1,1.34,1.451003783,0
2020,2,6,2,1.05,1.136980576,0
2020,2,6,3,0.84,0.909584461,0
2020,2,6,4,0.84,0.909584461,0
2020,2,6,5,0.8,0.866270915,0
2020,2,6,6,0.46,0.498105776,0
2020,2,6,7,0.76,0.82295737,0
2020,2,6,8,1.41,1.526802488,1.526802488
2020,2,6,9,1.88,2.035736651,2.035736651
2020,2,6,10,2.27,2.458043722,2.458043722
2020,2,6,11,2.72,2.945321112,2.945321112
2020,2,6,12,2.98,3.226859159,3.226859159
2020,2,6,13,3.21,3.475912048,3.475912048
2020,2,6,14,3.46,3.746621709,3.746621709
2020,2,6,15,3.97,4.298869417,4.298869417
2020,2,6,16,4.8,5.197625492,5.197625492
2020,2,6,17,5.53,5.988097702,5.988097702
2020,2,6,18,6.14,6.648629275,6.648629275
2020,2,6,19,6.61,7.157563438,7.157563438
2020,2,6,20,7.02,7.601527282,7.601527282
2020,2,6,21,7.34,7.948035648,7.948035648
2020,2,6,22,7.48,8.099633058,8.099633058
2020,2,6,23,7.46,8.077976285,8.077976285
2020,2,7,0,7.36,7.969692421,7.969692421
2020,2,7,1,7.34,7.948035648,7.948035648
2020,2,7,2,7.49,8.110461444,8.110461444
2020,2,7,3,7.84,8.48945497,8.48945497
2020,2,7,4,8.26,8.9442472,8.9442472
2020,2,7,5,8.5,9.204128475,9.204128475
2020,2,7,6,8.67,9.388211044,9.388211044
2020,2,7,7,8.85,9.583122,9.583122
2020,2,7,8,8.43,9.12832977,9.12832977
2020,2,7,9,8.11,8.781821404,8.781821404
2020,2,7,10,8.62,9.334069112,9.334069112
2020,2,7,11,8.7,9.420696204,9.420696204
2020,2,7,12,8.59,9.301583953,9.301583953
2020,2,7,13,8.53,9.236613634,9.236613634
2020,2,7,14,8.54,9.247442021,9.247442021
2020,2,7,15,8.49,9.193300089,9.193300089
2020,2,7,16,8.95,9.691405865,9.691405865
2020,2,7,17,9.32,10.09205616,10.09205616
2020,2,7,18,9.21,9.972943912,9.972943912
2020,2,7,19,9.19,9.951287139,9.951287139
2020,2,7,20,9.78,10.59016194,10.59016194
2020,2,7,21,10.74,11.62968704,11.62968704
2020,2,7,22,11.29,12.22524829,12.22524829
2020,2,7,23,11.06,11.9761954,11.9761954
2020,2,8,0,11.52,12.47430118,12.47430118
2020,2,8,1,12.03,13.02654889,13.02654889
2020,2,8,2,12,12.99406373,12.99406373
2020,2,8,3,10.21,11.05578256,11.05578256
2020,2,8,4,9.3,10.07039939,10.07039939
2020,2,8,5,8.48,9.182471702,9.182471702
2020,2,8,6,7.36,7.969692421,7.969692421
2020,2,8,7,6.59,7.135906665,7.135906665
2020,2,8,8,6.06,6.562002183,6.562002183
2020,2,8,9,5.57,6.031411248,6.031411248
2020,2,8,10,5.44,5.890642224,5.890642224
2020,2,8,11,6.47,7.005966027,7.005966027
2020,2,8,12,6.97,7.547385349,7.547385349
2020,2,8,13,7.19,7.785609851,7.785609851
2020,2,8,14,7.84,8.48945497,8.48945497
2020,2,8,15,8.65,9.366554272,9.366554272
2020,2,8,16,9.13,9.886316821,9.886316821
2020,2,8,17,9.5,10.28696712,10.28696712
2020,2,8,18,10.12,10.95832708,10.95832708
2020,2,8,19,10.65,11.53223156,11.53223156
2020,2,8,20,11.18,12.10613604,12.10613604
2020,2,8,21,11.48,12.43098763,12.43098763
2020,2,8,22,11.92,12.90743664,12.90743664
2020,2,8,23,13.26,14.35844042,14.35844042
2020,2,9,0,14.91,16.14512418,16.14512418
2020,2,9,1,15.61,16.90311123,16.90311123
2020,2,9,2,16.37,17.7260686,17.7260686
2020,2,9,3,17.36,18.79807886,18.79807886
2020,2,9,4,20.26,21.93831093,21.93831093
2020,2,9,5,21.78,23.58422567,23.58422567
2020,2,9,6,22.96,24.86197527,24.86197527
2020,2,9,7,23.65,25.60913393,25.60913393
2020,2,9,8,23.98,25.96647069,25.96647069
2020,2,9,9,24.53,26.56203194,26.56203194
2020,2,9,10,25.28,27.37416092,0
2020,2,9,11,26.06,28.21877507,0
2020,2,9,12,26.22,28.39202925,0
2020,2,9,13,25.59,27.7098409,0
2020,2,9,14,24.72,26.76777128,26.76777128
2020,2,9,15,23.92,25.90150037,25.90150037
2020,2,9,16,23.45,25.3925662,25.3925662
2020,2,9,17,22.59,24.46132497,24.46132497
2020,2,9,18,21.14,22.89120894,22.89120894
2020,2,9,19,20.23,21.90582577,21.90582577
2020,2,9,20,19.49,21.10452517,21.10452517
2020,2,9,21,19.54,21.15866711,21.15866711
2020,2,9,22,19.85,21.49434709,21.49434709
2020,2,9,23,19.73,21.36440645,21.36440645
2020,2,10,0,19.73,21.36440645,21.36440645
2020,2,10,1,19.63,21.25612258,21.25612258
2020,2,10,2,19.65,21.27777936,21.27777936
2020,2,10,3,19.18,20.76884519,20.76884519
2020,2,10,4,18.58,20.11914201,20.11914201
2020,2,10,5,17.72,19.18790077,19.18790077
2020,2,10,6,17.05,18.46239888,18.46239888
2020,2,10,7,16.76,18.14837568,18.14837568
2020,2,10,8,16.53,17.89932279,17.89932279
2020,2,10,9,16.5,17.86683763,17.86683763
2020,2,10,10,16.6,17.97512149,17.97512149
2020,2,10,11,16.76,18.14837568,18.14837568
2020,2,10,12,16.47,17.83435247,17.83435247
2020,2,10,13,16.56,17.93180795,17.93180795
2020,2,10,14,18.64,20.18411233,20.18411233
2020,2,10,15,20.02,21.67842966,21.67842966
2020,2,10,16,19.54,21.15866711,21.15866711
2020,2,10,17,20.11,21.77588513,21.77588513
2020,2,10,18,18.77,20.32488135,20.32488135
2020,2,10,19,15.47,16.75151382,16.75151382
2020,2,10,20,15.26,16.52411771,16.52411771
2020,2,10,21,16.56,17.93180795,17.93180795
2020,2,10,22,17.29,18.72228016,18.72228016
2020,2,10,23,17.82,19.29618464,19.29618464
2020,2,11,0,18.01,19.50192398,19.50192398
2020,2,11,1,17.77,19.24204271,19.24204271
2020,2,11,2,17.43,18.87387757,18.87387757
2020,2,11,3,16.72,18.10506213,18.10506213
2020,2,11,4,16.09,17.42287378,17.42287378
2020,2,11,5,15.48,16.76234221,16.76234221
2020,2,11,6,15.14,16.39417707,16.39417707
2020,2,11,7,14.68,15.8960713,15.8960713
2020,2,11,8,14.44,15.63619002,15.63619002
2020,2,11,9,14.74,15.96104161,15.96104161
2020,2,11,10,15.5,16.78399898,16.78399898
2020,2,11,11,15.93,17.2496196,17.2496196
2020,2,11,12,15.95,17.27127637,17.27127637
2020,2,11,13,15.84,17.15216412,17.15216412
2020,2,11,14,15.38,16.65405835,16.65405835
2020,2,11,15,14.67,15.88524291,15.88524291
2020,2,11,16,14.34,15.52790616,15.52790616
2020,2,11,17,14.32,15.50624938,15.50624938
2020,2,11,18,14.11,15.27885327,15.27885327
2020,2,11,19,13.77,14.91068813,14.91068813
2020,2,11,20,13.28,14.38009719,14.38009719
2020,2,11,21,12.94,14.01193205,14.01193205
2020,2,11,22,12.72,13.77370755,13.77370755
2020,2,11,23,11.54,12.49595795,12.49595795
2020,2,12,0,11.15,12.07365088,12.07365088
2020,2,12,1,10.94,11.84625477,11.84625477
2020,2,12,2,10.64,11.52140317,11.52140317
2020,2,12,3,10.42,11.28317867,11.28317867
2020,2,12,4,10.4,11.2615219,11.2615219
2020,2,12,5,10.36,11.21820835,11.21820835
2020,2,12,6,10.06,10.89335676,10.89335676
2020,2,12,7,9.8,10.61181871,10.61181871
2020,2,12,8,9.84,10.65513226,10.65513226
2020,2,12,9,10.46,11.32649222,11.32649222
2020,2,12,10,11.81,12.78832439,12.78832439
2020,2,12,11,12.16,13.16731791,13.16731791
2020,2,12,12,11.97,12.96157857,12.96157857
2020,2,12,13,11.44,12.38767409,12.38767409
2020,2,12,14,10.26,11.10992449,11.10992449
2020,2,12,15,8.58,9.290755567,9.290755567
2020,2,12,16,7.81,8.456969811,8.456969811
2020,2,12,17,7.76,8.402827878,8.402827878
2020,2,12,18,7.51,8.132118217,8.132118217
2020,2,12,19,7.87,8.521940129,8.521940129
2020,2,12,20,8.48,9.182471702,9.182471702
2020,2,12,21,9.09,9.843003275,9.843003275
2020,2,12,22,9.06,9.810518116,9.810518116
2020,2,12,23,9.22,9.983772299,9.983772299
2020,2,13,0,10.26,11.10992449,11.10992449
2020,2,13,1,12.06,13.05903405,13.05903405
2020,2,13,2,14.42,15.61453325,15.61453325
2020,2,13,3,16.02,17.34707508,17.34707508
2020,2,13,4,17.22,18.64648145,18.64648145
2020,2,13,5,17.01,18.41908534,18.41908534
2020,2,13,6,15.13,16.38334869,16.38334869
2020,2,13,7,14.49,15.69033195,15.69033195
2020,2,13,8,12.32,13.3405721,13.3405721
2020,2,13,9,13.31,14.41258235,14.41258235
2020,2,13,10,14.74,15.96104161,15.96104161
2020,2,13,11,14.69,15.90689968,15.90689968
2020,2,13,12,14.12,15.28968165,15.28968165
2020,2,13,13,12.26,13.27560178,13.27560178
2020,2,13,14,10.47,11.3373206,11.3373206
2020,2,13,15,10.85,11.74879929,11.74879929
2020,2,13,16,12.31,13.32974371,13.32974371
2020,2,13,17,12.14,13.14566114,13.14566114
2020,2,13,18,10.51,11.38063415,11.38063415
2020,2,13,19,9.35,10.12454132,10.12454132
2020,2,13,20,8.95,9.691405865,9.691405865
2020,2,13,21,8.8,9.528980068,9.528980068
2020,2,13,22,8.47,9.171643316,9.171643316
2020,2,13,23,7.87,8.521940129,8.521940129
2020,2,14,0,7.27,7.872236943,7.872236943
2020,2,14,1,6.46,6.995137641,6.995137641
2020,2,14,2,5.51,5.966440929,5.966440929
2020,2,14,3,4.38,4.742833261,4.742833261
2020,2,14,4,3.41,3.692479776,3.692479776
2020,2,14,5,2.84,3.075261749,3.075261749
2020,2,14,6,2.83,3.064433363,3.064433363
2020,2,14,7,3.67,3.974017824,3.974017824
2020,2,14,8,4.88,5.284252583,5.284252583
2020,2,14,9,5.96,6.453718319,6.453718319
2020,2,14,10,7.42,8.034662739,8.034662739
2020,2,14,11,9.42,10.20034003,10.20034003
2020,2,14,12,10.77,11.6621722,11.6621722
2020,2,14,13,11.75,12.72335407,12.72335407
2020,2,14,14,11.69,12.65838375,12.65838375
2020,2,14,15,11.47,12.42015925,12.42015925
2020,2,14,16,11.47,12.42015925,12.42015925
2020,2,14,17,11.33,12.26856184,12.26856184
2020,2,14,18,11.4,12.34436054,12.34436054
2020,2,14,19,11.54,12.49595795,12.49595795
2020,2,14,20,12.27,13.28643016,13.28643016
2020,2,14,21,12.51,13.54631144,13.54631144
2020,2,14,22,12.29,13.30808694,13.30808694
2020,2,14,23,12.09,13.09151921,13.09151921
2020,2,15,0,11.73,12.7016973,12.7016973
2020,2,15,1,11.75,12.72335407,12.72335407
2020,2,15,2,12.1,13.10234759,13.10234759
2020,2,15,3,12.26,13.27560178,13.27560178
2020,2,15,4,12.58,13.62211014,13.62211014
2020,2,15,5,12.61,13.6545953,13.6545953
2020,2,15,6,12.41,13.43802757,13.43802757
2020,2,15,7,12.58,13.62211014,13.62211014
2020,2,15,8,13.6,14.72660556,14.72660556
2020,2,15,9,14.98,16.22092289,16.22092289
2020,2,15,10,16.66,18.04009181,18.04009181
2020,2,15,11,18.24,19.75097687,19.75097687
2020,2,15,12,18.78,20.33570974,20.33570974
2020,2,15,13,19.71,21.34274968,21.34274968
2020,2,15,14,20.8,22.5230438,22.5230438
2020,2,15,15,21.39,23.1619186,23.1619186
2020,2,15,16,22.39,24.24475724,24.24475724
